"","country","year","id","polity2","conflict","region","civtot","inttot","nborder","muslim","ethnic","politic"
"2109","Equatorial Guinea",1993,"Equatorial Guinea1993",-5,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2110","Equatorial Guinea",1994,"Equatorial Guinea1994",-5,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2111","Equatorial Guinea",1995,"Equatorial Guinea1995",-5,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2112","Equatorial Guinea",1996,"Equatorial Guinea1996",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2113","Equatorial Guinea",1997,"Equatorial Guinea1997",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2114","Equatorial Guinea",1998,"Equatorial Guinea1998",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2115","Equatorial Guinea",1999,"Equatorial Guinea1999",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2116","Equatorial Guinea",2000,"Equatorial Guinea2000",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2117","Equatorial Guinea",2001,"Equatorial Guinea2001",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2118","Equatorial Guinea",2002,"Equatorial Guinea2002",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2119","Equatorial Guinea",2003,"Equatorial Guinea2003",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2120","Equatorial Guinea",2004,"Equatorial Guinea2004",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2121","Equatorial Guinea",2005,"Equatorial Guinea2005",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2122","Equatorial Guinea",2006,"Equatorial Guinea2006",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2123","Equatorial Guinea",2007,"Equatorial Guinea2007",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2124","Equatorial Guinea",2008,"Equatorial Guinea2008",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2125","Equatorial Guinea",2009,"Equatorial Guinea2009",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2126","Equatorial Guinea",2010,"Equatorial Guinea2010",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2127","Equatorial Guinea",2011,"Equatorial Guinea2011",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2128","Equatorial Guinea",2012,"Equatorial Guinea2012",-6,0,"Africa",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Autocratic States"
"2129","Eritrea",1993,"Eritrea1993",-6,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2130","Eritrea",1994,"Eritrea1994",-6,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2131","Eritrea",1995,"Eritrea1995",-6,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2132","Eritrea",1996,"Eritrea1996",-6,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2133","Eritrea",1997,"Eritrea1997",-6,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2134","Eritrea",1998,"Eritrea1998",-6,5,"Africa",0,5,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2135","Eritrea",1999,"Eritrea1999",-6,5,"Africa",0,5,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2136","Eritrea",2000,"Eritrea2000",-6,5,"Africa",0,5,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2137","Eritrea",2001,"Eritrea2001",-7,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2138","Eritrea",2002,"Eritrea2002",-7,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2139","Eritrea",2003,"Eritrea2003",-7,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2140","Eritrea",2004,"Eritrea2004",-7,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2141","Eritrea",2005,"Eritrea2005",-7,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2142","Eritrea",2006,"Eritrea2006",-7,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2143","Eritrea",2007,"Eritrea2007",-7,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2144","Eritrea",2008,"Eritrea2008",-7,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2145","Eritrea",2009,"Eritrea2009",-7,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2146","Eritrea",2010,"Eritrea2010",-7,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2147","Eritrea",2011,"Eritrea2011",-7,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2148","Eritrea",2012,"Eritrea2012",-7,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2149","Estonia",1991,"Estonia1991",6,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2150","Estonia",1992,"Estonia1992",6,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2151","Estonia",1993,"Estonia1993",6,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2152","Estonia",1994,"Estonia1994",6,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2153","Estonia",1995,"Estonia1995",6,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2154","Estonia",1996,"Estonia1996",6,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2155","Estonia",1997,"Estonia1997",6,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2156","Estonia",1998,"Estonia1998",6,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2157","Estonia",1999,"Estonia1999",7,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2158","Estonia",2000,"Estonia2000",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2159","Estonia",2001,"Estonia2001",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2160","Estonia",2002,"Estonia2002",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2161","Estonia",2003,"Estonia2003",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2162","Estonia",2004,"Estonia2004",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2163","Estonia",2005,"Estonia2005",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2164","Estonia",2006,"Estonia2006",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2165","Estonia",2007,"Estonia2007",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2166","Estonia",2008,"Estonia2008",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2167","Estonia",2009,"Estonia2009",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2168","Estonia",2010,"Estonia2010",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2169","Estonia",2011,"Estonia2011",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2170","Estonia",2012,"Estonia2012",9,0,"Europe and North America",0,0,"0 - 2 ","Non Muslim States (10% <)","No Ethnical Conflicts","Democratic States"
"2171","Ethiopia",1993,"Ethiopia1993",1,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2172","Ethiopia",1994,"Ethiopia1994",1,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2173","Ethiopia",1995,"Ethiopia1995",1,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2174","Ethiopia",1996,"Ethiopia1996",1,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2175","Ethiopia",1997,"Ethiopia1997",1,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2176","Ethiopia",1998,"Ethiopia1998",1,5,"Africa",0,5,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2177","Ethiopia",1999,"Ethiopia1999",1,6,"Africa",1,5,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Democratic States"
"2178","Ethiopia",2000,"Ethiopia2000",1,6,"Africa",1,5,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Democratic States"
"2179","Ethiopia",2001,"Ethiopia2001",1,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2180","Ethiopia",2002,"Ethiopia2002",1,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2181","Ethiopia",2003,"Ethiopia2003",1,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2182","Ethiopia",2004,"Ethiopia2004",1,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2183","Ethiopia",2005,"Ethiopia2005",-3,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2184","Ethiopia",2006,"Ethiopia2006",-3,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2185","Ethiopia",2007,"Ethiopia2007",-3,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2186","Ethiopia",2008,"Ethiopia2008",-3,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2187","Ethiopia",2009,"Ethiopia2009",-3,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2188","Ethiopia",2010,"Ethiopia2010",-3,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2189","Ethiopia",2011,"Ethiopia2011",-3,1,"Africa",1,0,">5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2190","Ethiopia",2012,"Ethiopia2012",-3,1,"Africa",1,0,">5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2191","Ethiopia",1946,"Ethiopia1946",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2192","Ethiopia",1947,"Ethiopia1947",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2193","Ethiopia",1948,"Ethiopia1948",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2194","Ethiopia",1949,"Ethiopia1949",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2195","Ethiopia",1950,"Ethiopia1950",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2196","Ethiopia",1951,"Ethiopia1951",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2197","Ethiopia",1952,"Ethiopia1952",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2198","Ethiopia",1953,"Ethiopia1953",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2199","Ethiopia",1954,"Ethiopia1954",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2200","Ethiopia",1955,"Ethiopia1955",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2201","Ethiopia",1956,"Ethiopia1956",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2202","Ethiopia",1957,"Ethiopia1957",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2203","Ethiopia",1958,"Ethiopia1958",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2204","Ethiopia",1959,"Ethiopia1959",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2205","Ethiopia",1960,"Ethiopia1960",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2206","Ethiopia",1961,"Ethiopia1961",-9,0,"Africa",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2207","Ethiopia",1962,"Ethiopia1962",-9,1,"Africa",1,0,"0 - 2 ","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2208","Ethiopia",1963,"Ethiopia1963",-9,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2209","Ethiopia",1964,"Ethiopia1964",-9,2,"Africa",1,1,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2210","Ethiopia",1965,"Ethiopia1965",-9,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2211","Ethiopia",1966,"Ethiopia1966",-9,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2212","Ethiopia",1967,"Ethiopia1967",-9,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2213","Ethiopia",1968,"Ethiopia1968",-9,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2214","Ethiopia",1969,"Ethiopia1969",-9,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2215","Ethiopia",1970,"Ethiopia1970",-9,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2216","Ethiopia",1971,"Ethiopia1971",-9,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2217","Ethiopia",1972,"Ethiopia1972",-9,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2218","Ethiopia",1973,"Ethiopia1973",-9,1,"Africa",1,0,"3 - 5","Muslim Minority States(10%~50%)","Minor Ethnical Conflicts","Autocratic States"
"2219","Ethiopia",1974,"Ethiopia1974",0,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Neutral"
"2220","Ethiopia",1975,"Ethiopia1975",-7,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2221","Ethiopia",1976,"Ethiopia1976",-7,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2222","Ethiopia",1977,"Ethiopia1977",-7,8,"Africa",8,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2223","Ethiopia",1978,"Ethiopia1978",-7,8,"Africa",8,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2224","Ethiopia",1979,"Ethiopia1979",-7,8,"Africa",8,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2225","Ethiopia",1980,"Ethiopia1980",-7,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2226","Ethiopia",1981,"Ethiopia1981",-7,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2227","Ethiopia",1982,"Ethiopia1982",-7,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2228","Ethiopia",1983,"Ethiopia1983",-7,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2229","Ethiopia",1984,"Ethiopia1984",-8,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2230","Ethiopia",1985,"Ethiopia1985",-8,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2231","Ethiopia",1986,"Ethiopia1986",-8,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2232","Ethiopia",1987,"Ethiopia1987",-8,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2233","Ethiopia",1988,"Ethiopia1988",-8,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2234","Ethiopia",1989,"Ethiopia1989",-8,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2235","Ethiopia",1990,"Ethiopia1990",-8,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Autocratic States"
"2236","Ethiopia",1991,"Ethiopia1991",0,6,"Africa",6,0,"3 - 5","Muslim Minority States(10%~50%)","Major Ethnical Conflicts","Neutral"
"2237","Ethiopia",1992,"Ethiopia1992",0,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Neutral"
"2238","Ethiopia",1993,"Ethiopia1993",0,0,"Africa",0,0,"3 - 5","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Neutral"
"2239","Fiji",1970,"Fiji1970",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2240","Fiji",1971,"Fiji1971",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2241","Fiji",1972,"Fiji1972",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2242","Fiji",1973,"Fiji1973",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2243","Fiji",1974,"Fiji1974",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2244","Fiji",1975,"Fiji1975",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2245","Fiji",1976,"Fiji1976",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2246","Fiji",1977,"Fiji1977",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2247","Fiji",1978,"Fiji1978",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2248","Fiji",1979,"Fiji1979",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2249","Fiji",1980,"Fiji1980",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2250","Fiji",1981,"Fiji1981",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2251","Fiji",1982,"Fiji1982",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2252","Fiji",1983,"Fiji1983",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2253","Fiji",1984,"Fiji1984",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2254","Fiji",1985,"Fiji1985",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2255","Fiji",1986,"Fiji1986",9,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2256","Fiji",1987,"Fiji1987",-3,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2257","Fiji",1988,"Fiji1988",-3,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2258","Fiji",1989,"Fiji1989",-3,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2259","Fiji",1990,"Fiji1990",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2260","Fiji",1991,"Fiji1991",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2261","Fiji",1992,"Fiji1992",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2262","Fiji",1993,"Fiji1993",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2263","Fiji",1994,"Fiji1994",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2264","Fiji",1995,"Fiji1995",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2265","Fiji",1996,"Fiji1996",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2266","Fiji",1997,"Fiji1997",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2267","Fiji",1998,"Fiji1998",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2268","Fiji",1999,"Fiji1999",6,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2269","Fiji",2000,"Fiji2000",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2270","Fiji",2001,"Fiji2001",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2271","Fiji",2002,"Fiji2002",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2272","Fiji",2003,"Fiji2003",5,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2273","Fiji",2004,"Fiji2004",6,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2274","Fiji",2005,"Fiji2005",6,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Democratic States"
"2275","Fiji",2006,"Fiji2006",-3,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2276","Fiji",2007,"Fiji2007",-4,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2277","Fiji",2008,"Fiji2008",-4,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
"2278","Fiji",2009,"Fiji2009",-4,0,"Oceania (Island States)",0,0,"0 - 2 ","Muslim Minority States(10%~50%)","No Ethnical Conflicts","Autocratic States"
